title,description,tags
"Kotlin for Android: Beginner to Advanced","Kotlin is an expressive, concise & powerful development language on Android. Learn everything you need to know to start","Kotlin;Android Studio;Android Development;Natural Language Processing"
"The Complete Xamarin Developer Course:  iOS And Android!","Build Cross Platform Android and iOS apps with Xamarin Forms, Xamarin Classic, Azure Mobile App Services, Rest and more","iOS Development;Android Studio;Android Development;Microsoft Azure;REST API"
"Oracle Java Certification - Pass the Associate 1Z0-808 Exam.","This course will help you learn the steps to becoming an Oracle Certified Associate (OCA) and get a higher paying job!","Oracle SQL;Oracle Certification;Java;AWS Certification;Salesforce Certification;ITIL Certification"
"Oracle Database 12c SQL Certified Associate 1Z0-071","Become Oracle SQL Certified ( OCA ) / Covers ORACLE university track 100%. All the presentations & scripts are attached","Oracle SQL;Oracle Certification;Database Management;SQL;SQL Server;Microsoft SQL"
"Projects In JavaScript & JQuery","Learn JavaScript and JQuery Building Ten Projects","javaScript"
"Learn C# By Building Applications","Learn C# 6 and C# 7 by understanding the core concepts and using them to build real world .NET console applications.","C#"
"The Complete JavaScript Course - Beginner to Professional","The only course you need to become a JavaScript developer - 45 JavaScript projects, ES6, JSON, AJAX & much more!","javaScript"
"PYTHON - A to Z Full Course for Beginners","Learn:- Python 3, Python Programming, Python File Operation, Python Scratech Concepts, Python Advance Concepts real life","Python"
"Learn Enterprise WPF with XAML from Scratch","Windows Presentation Foundation tutorial: create powerful Windows apps with rich UI on WPF platform + Intro to MVVM","Windows Server"
"Projects in AngularJS - Learn by building 10 Projects","Learn professional web development in AngularJS while building ten unique web apps",""
"DevOps with AWS CodePipeline, Jenkins and AWS CodeDeploy","Learn DevOps skills with rising demand. Continuous integration and continuous delivery in the AWS cloud","DevOps;AWS Certification;Amazon AWS;Jenkins"
"Automate Web Development With Gulp JS","Learn how to automate and speed up your web development.","Node js"
"Become a Junior Java Software Developer","Complete practical and conceptual Java programming course for beginners | Coupons Inside!","Java"
"Projects in PHP and MySQL","Master PHP-MySQL by Building 10 Projects","PHP;MySQL"
"Game Physics - Introducing Gravitation & Rotation in Unity","Step-by-step tutorial on how to create a basic rigid body motion physics from scratch. Taught in C# using Unity 3D free.","Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development;Unity;Motion Graphics;C#;3D Animation;3D Modeling"
"Git & GitHub Complete Masterclass : Beginner to Git Expert","Most comprehensive, STEP by STEP Git & GitHub tutorial with great & easy to understand examples and Quizzes.","Git"
"Django Core | A Reference Guide to Core Django Concepts","Dive in deep to the core concepts behind the power Django framework written in Python. Using Django 1.10 with Python 3","Django;Deep learning;Python"
"Introduction to Apache NiFi (Hortonworks DataFlow - HDF 2.0)","Apache NiFi (HDF 2.0) - An Introductory Course to Learn Installation, Basic Concepts and Efficient Streaming of Data","Apache"
"Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours","Convert Photoshop Designs into Stunning HTML5 & CSS3 websites with confidence. Absolutely no prior experience necessary!","Photoshop"
"Complete Guide to Build IOT Things from Scratch to Market","Build IOT products using Arduino, NodeMCU,ESP8266, IOT Platforms, Sensors, Displays, Keypads,Relays, PCB's,Casing & more","Arduino"
"Solve 100 Python Exercises to Boost your Python Skills","Improve your Python skills by solving 100 Python assignments and compare your solutions with those of the instructor.","Python"
"Running a Mobile App Dev Business: The Complete Guide","Learn how to start and grow a mobile app development business. Get up & running in less than 1 week.","Online Business;Web Design Business"
"PHP for Beginners: How to Build an E-Commerce Store","PHP E-commerce: in this course you will learn how to make full e-commerce websites to build your own home business.","PHP;WordPress for Ecommerce;Retail Store Design;Home Improvement;Online Business;Web Design Business"
"Data Visualize Data with D3.js The Easy Way","Learn how to use D3.js to create data driven graphics and documents. A beginners guide to getting started with D3","Motion Graphics"
"ChatBots: How to Make a Facebook Messenger Chat Bot in 1hr","We will Create a Parrot Bot Together! This course is a Step by Step Guide in Building a Chat Bot for Facebook Messenger",""
"Experience Design Patterns In Java","Learn to write better software by understanding common problems and applying design patterns for a better solution.","Java"
"SQL Course For Beginners: Learn SQL Using MySQL Database","Learn SQL From Scratch Using MySQL Databases, A Complete SQL Course For Beginners","SQL;Oracle SQL;SQL Server;Microsoft SQL;MySQL;Database Management"
"iOS 11 & Swift 4: The Complete Developer Course","Learn how to make online games, and apps for iOS11, like Pokémon , Twitter, Whatsapp , CoreML (Machine Learning)","iOS Development;Swift;Online Business;Machine Learning;Mathematics for Machine Learning;Deep learning"
"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap","Learn HTML5, CSS3, jQuery, Bootstrap And Build Modern Responsive Website With Modern Trends From Scratch.","Bootstrap"
"Apache Kafka Series - Kafka Connect Hands-on Learning","Kafka Connect - Learn How to Source Twitter Data, Store in Apache Kafka Topics & Sink in ElasticSearch and PostgreSQL","Apache;Machine Learning;Deep learning;Mathematics for Machine Learning;Retail Store Design"
"Ultimate WordPress Plugin Course","Learn how to Plan, Code and Publish WordPress Plugins in this step-by-step course by an Expert Developer","WordPress;WordPress for Ecommerce"
"Master Electron: Desktop Apps using HTML, JavaScript & CSS","The Complete Electron course for learning to build Cross Platform Desktop Apps using HTML, JavaScript & CSS","HTML;javaScript;CSS;Machine Learning;Deep learning;Mathematics for Machine Learning"
"Selenium Webdriver with Java (Basics + Advance + Architect)","300+ Lectures, 100+ Hrs of inDepth training on Selenium WebDriver with Adv. Framework Designing and Live Projects","Selenium WebDriver;Selenium Testing Framework;Java"
"Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2018","Build a coding foundation as an entrepreneur, where I’ll take you through the entire process of coding your own website",""
"Learn To Create WordPress Themes By Building 10 Projects","Master the craft of WordPress theme development by creating project based themes","WordPress;WordPress for Ecommerce"
"1 Hour JavaScript","Learn how to code in JavaScript in 1 hour. This class is set up for complete beginners!","javaScript"
"Create FULL INSTAGRAM Clone with Swift & Xcode. Be advance","Learn how to create real full clone of Instagram using Swift and Xcode. Learn how to create your own social network!","Swift;Xcode"
"Full stack Universal React with Redux, Node js and MongoDB","Learn full stack Javascript: Client and Universal React with Redux, Node js, Express, MongoDB and build a Shopping-cart","React;React Native;Redux;Redux Framework;Node js;MongoDB;javaScript;Express Framework"
"Build Your Own Backend REST API using Django REST Framework","Finally create that App + fully-functioning user database in this complete crash course to building a REST API","Backend Development;REST API;API Testing;Django;User Interface;Database Management"
"Software Engineer Interview Unleashed","Learn how to make yourself ready for software engineer interviews from a former Google interviewer.","Google Flutter"
"Design Selenium Test framework from scratch-Architect level","Step by step Tutorial to build Robust Automation framework -TestNG,ANT,Maven,Jenkins,Cucumber,Git,Pageobject,Cloud,SQL","Selenium WebDriver;Selenium Testing Framework;Automation"
"Angular 2 Crash Course with TypeScript","Get in-depth knowledge of Angular 2 and TypeScript with this crash course for all skill levels.","Angular"
"Software Testing: Get a high paying Job In Technology","Learn software QA testing and quickly land a job in a technology company without any coding knowledge or experience","Selenium Testing Framework;Unit Testing;API Testing;Penetration Testing"
"How To Become An Outstanding Solution Architect","Learn all the soft and hard skills you need to take your architect design skills to the next level",""
"Assembly Language Adventures: Complete Course","Learn the language of your computer","Natural Language Processing;Computer Vision"
"Python 101","Learn Regular Expressions, NumPy, Pandas, OOP and Database programming in addition to basic Python.","Python;Database Management"
"Java Puzzles to Eliminate Code Fear","The fastest way to actually master Java programming and become a dangerous developer!","Java"
"Learn OAuth 2.0 - Get started as an API Security Expert","4000 satisfied students. Just imagine what could happen to YOUR professional career if you had skills in OAuth","REST API;API Testing;Cyber Security;Network Security"
"AWS Lambda and the Serverless Framework - Hands On Learning!","Develop and Deploy AWS Lambda Functions with Serverless, Learn Lambda Real World Integrations with Amazon Web Services","AWS Certification;Amazon AWS;Machine Learning;Deep learning;Mathematics for Machine Learning"
"Shader Development from Scratch for Unity with Cg","Learn to program the graphics pipeline with Unity's Shaderlab for creating unique visual surfaces for game objects.","Unity;Motion Graphics;Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development"
"React From The Ground Up","Learn React JS - this course covers all you need in order to use ReactJS in new and existing projects","React;React Native;Node js"
"Complete React JS web developer with ES6 - Build 10 projects","Master react JS, ES6, firebase, Auth0. Along with reactjs basics, create 10 projects","React;React Native;Node js;Firebase"
"Data Analysis in Python with Pandas","Getting an introduction to doing data analysis with the Python pandas library with hours of video and code.","Python"
"Up and Running with jQuery","Acquire the most in-demand skills needed for web-development and become an industry ready jQuery professional",""
"Unity Game Development: Make Professional 3D Games","Learn To Code In C# And How To Create Stunning 3D Games In Unity Game Engine","Unity;Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development;3D Animation;3D Modeling;C#;Unreal Engine"
"Mastering SSAS - Development, Admin, Data Mining, Analytics","Develop SSAS cubes from data warehouse on Multidimensional & Tabular modes with Dimensional & Data Mining Models",""
"Build 11 Augmented Reality (AR) apps with Unity & Vuforia","Develop 11 Augmented Reality (AR) applications including using Unity & Vuforia.","Augmented Reality;Virtual Reality;Unity"
"Relational Database Design","Learn how to create an effective relational database design to use in your IT career or even a personal project.","Database Management"
"Swift 3 - Learn to Code with Apple's New Language","Learn to Program Swift 3 with Xcode Playgrounds. Be a part of the world's fastest growing programming language! iOS 10","Swift;Natural Language Processing;Xcode;iOS Development"
"Mastering Mobile App Design With Sketch 3","Learn how to design mobile apps with Sketch 3 for beginners",""
"Selenium - Java (Best for Automation beginner)- on Live App","Selenium Webdriver Automation, JUnit, TestNG, BDD framework, End to End integration with Jenkins","Selenium WebDriver;Selenium Testing Framework;Java;Automation;Jenkins"
"Master Hibernate and JPA with Spring Boot in 100 Steps","Learn fundamentals of Java Persistence API (JPA) and Hibernate framework using Spring and Spring Boot","Spring Framework;Java;REST API;API Testing"
"The Beginner's Guide to Artificial Intelligence in Unity.","A practical guide to programming non-player characters for games.","Artificial Intelligence;Unity"
"Introduction to Software Architecture","The ins and out of designing software systems. A guide to becoming a software architect including TOGAF.","Embedded Systems"
"Scaling Docker on AWS","Learn how to build and deploy a fault tolerant, scalable and load balanced Ruby on Rails application on AWS.","Docker;AWS Certification;Amazon AWS;Rails"
"JavaScript from Beginner to Expert","Become a JavaScript expert in 30 days, even if you are a JS beginner. Become a front-end developer of websites in JS","javaScript;Node js;Frontend Development"
"The Complete Python Developer Course","Learn Python like a Professional! Start step by step from basic to build complete games and apps with python3","Python"
"PSD To a Responsive HTML5 & CSS3 Website Using Bootstrap 3","A-Z Guide in making fully responsive website with HTML5 & CSS3 using Twitter bootstrap 3 framework.","Bootstrap"
"RabbitMQ: The Complete Guide with Software Architecture Applications","Learn how to use Rabbit MQ effectively with ANY programming language and use it to design scalable and robust systems.","Natural Language Processing;Embedded Systems"
"Learn Atlassian JIRA - For Agile Software Development Teams","Learn Atlassian JIRA from Scratch and start using it effectively for Software Development and Testing.","JIRA;Selenium Testing Framework;Unit Testing;API Testing;Penetration Testing"
"Learn To Code Trading Card Game Battle System With Unity 3D","A comprehensive and easy to learn guide to crate a trading card game battle system with Unity 3D.","Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development;Unity;3D Animation;3D Modeling"
"Complete Web Development Course: HTML, Vue.js, PHP, MySQL","HTML5, CSS3, JavaScript, jQuery, Responsive Web Page, VueJS, AJAX, PHP, CLI, NPM, Babel, Webpack, MySQL, OOP, Express.js","HTML;PHP;MySQL;javaScript;Landing Page Optimization"
"The Complete Bootstrap Masterclass Course - Build 4 Projects","In this complete course students will learn how to build 4 projects using bootstrap and other website development tools","Bootstrap"
"Unity : Beginner to Advanced - Complete Course","Master Video Game development from the ground up using Unity and C#. Learn and understand how games are made.","Unity;Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development;C#"
"Angular 6 and Firebase - Build a Web App with Typescript","Updated to Angular 6  - Learn how to build a Web Application using Angular,  Firebase and Typescript","Angular;Firebase"
"ASP.NET Web API 2 Hands-On","Build your RESTful Web Service with ASP.NET Web API 2 from the ground up and learn how to use the new Attribute Routing.","REST API;API Testing"
"Automated Software Testing with Python","Learn about automated software testing with Python, BDD, Selenium WebDriver, and Postman, focusing on web applications","Selenium Testing Framework;Unit Testing;API Testing;Penetration Testing;Python;Selenium WebDriver"
"Reactive JS:  Are you ready for the next big paradigm shift?","A primer for Reactive Extensions (v5) for JavaScript","Node js;Big Data;javaScript"
"iOS 11 and Xcode 9 - Complete Swift 4 & Objective-C Course","A Complete iOS 11 and Xcode 9 Course with Swift 4 & Objective-C","iOS Development;Xcode;Swift"
"The Complete Database Design & Modeling Beginners Tutorial","Learn Database Design the easy way. Go from simple to complex with a real life example: online store's DB using MySQL.","Database Management;3D Modeling;Online Business;MySQL"
"The Beginner's Guide to Animation in Unity (v5 to v2018+)","Your ultimate guide to Unity's Mecanim covering keyframes, curves, inverse kinematics, strafe sets, blending and more.","3D Animation;Unity"
"SAP - Learn SAPUI5 Professional Development","Learn SAP UI5 / OpenUI5 In Detail: Basic & Advanced Levels, Step By Step, With The Help of The Best Open UI5 Experts",""
"Kubernetes from A to Z™","Master the best open-source system for automating deployment, scaling and managing containerized applications.","Kubernetes"
"Python For Maya: Artist Friendly Programming","Learn to code with Python to work faster in Maya","Python;Maya"
"Selenium WebDriver with C# for Beginners + Live Testing Site","Selenium is the most popular tool to test websites! Join me and hundreds of students to learn Selenium Webdriver!","Selenium WebDriver;Selenium Testing Framework;C#;Unit Testing;API Testing;Penetration Testing"
"HP LoadRunner 12.55 ( Latest Version )","(30 days Money Back Guarantee Course )  Performance testing tool","Selenium Testing Framework;Unit Testing;API Testing;Penetration Testing"
"Angular 2 + Rails 5 Bootcamp","Learn how to build a real world Angular 2 application that utilizes multiple Ruby on Rails apps for backend data APIs.","Angular;Rails;Backend Development"
"Break Away: Programming And Coding Interviews","A course that teaches pointers, linked lists, general programming, algorithms and recursion like no one else","Algorithms"
"1 Hour HTML","Learn how to code in HTML in 1 hour. This class is set up for complete beginners!","HTML"
"Learn DevOps: CI/CD with Jenkins using Pipelines and Docker","Use Jenkins the DevOps way. Automate your Jenkins jobs by using Jenkins Pipelines, Docker, and the Jenkins Job DSL","DevOps;Jenkins;Docker"
"Ruby Programming for Beginners","Learn Ruby Programming the fast and easy way!",""
"WordPress Development - Themes, Plugins & Single Page Apps","Learn how to develop WordPress themes and plugins. Includes WooCommerce, BuddyPress and Single page app development.","WordPress;WordPress for Ecommerce;Landing Page Optimization;WooCommerce"
"React - Mastering Test Driven Development","Upgrade your React skills with Test Driven Development! Jest, Enzyme, Redux, middleware, ES6, & more!","React;React Native;Redux;Redux Framework"
"Build An Online Bank With Java, Angular 2, Spring and More","Comprehensive guide on building online banking system with Frontend, Backend, Database, REST and more using latest Tech","Online Business;Java;Angular;Spring Framework;Frontend Development;Backend Development;Database Management;REST API"
"Unified Modeling Language (UML): The Complete Guide","An online course to Learn how to read UML diagrams, interpret every UML notation and build them using practical examples","3D Modeling;Natural Language Processing;Online Business"
"The Complete JavaScript Course For Web Development Beginners","In this course students will learn the basics of JavaScript and beyond to help them in their web development needs","javaScript"
"Microsoft SQL from A to Z","The Complete Guide to SQL Querying","Microsoft SQL;Microsoft Azure;SQL;Oracle SQL;SQL Server"
"Design Patterns in Modern C++","Discover the modern implementation of design patterns with С++","C++"
"The Complete iOS Game Course Using SpriteKit And Swift 3","Learn How To Plan, Design And Create Your Games For iOS Using SpriteKit Framework","iOS Development;Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development;SpriteKit;Swift"
"Sachin Quickly Learns (SQL) - Structured Query Language","Learn "Structured Query Language" on MS Access 2007, using Sachin Tendulkar's International Test Cricket Data.","SQL;Oracle SQL;SQL Server;Microsoft SQL;Natural Language Processing"
"How To Get A Job In The Video Game Industry","For developers, 2D & 3D artists, computer game designers, producers, sound designers & QA testers applying for a job.","Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development;3D Animation;3D Modeling;Computer Vision"
"Materialize CSS From Scratch With 5 Projects","Master HTML 5 & the Materialize CSS framework by building 5 real world responsive material design based themes","CSS;HTML"
"Database Design Introduction","Prevent typical developer mistakes by learning how to properly create and normalize a relational database","Database Management;Machine Learning;Deep learning;Mathematics for Machine Learning"
"Introduction to Natural Language Processing (NLP)","Learn how to analyze text data.","Natural Language Processing"
"The Complete Python Course: Go From Beginner To Advanced!","In this complete course students will learn Python which is an easy and fun programming language.","Python;Natural Language Processing"
"Comprehensive ASP.net MVC","From zero knowledge of ASP.NET to deploying a complete project to production.",""
"Advanced C Programming: Pointers","Master pointers, addresses and memory allocation in C","Objective C"
"A 18 Hour SQL/SQL Server 2014/Visual Studio 2017 Course","Learn SQL, SQL Server, SSMS, ASP.NET, Visual Studio, C#, HTML and More!","SQL Server;Windows Server;Android Studio;SQL;Oracle SQL;Microsoft SQL;C#;HTML"
"Ultimate AngularJS: Build a Real-World App from Scratch","Build a Single Page App with AngularJS, Angular Material, UI Router, and Firebase. Includes Angular 2 preview!","Landing Page Optimization;Angular;Firebase"
"Angular 2 & TypeScript Beginner Web Development","Angular 2 web development for beginners with TypeScript & Firebase","Angular;Firebase"
"1 Hour CSS","Learn how to code in CSS in 1 hour. This class is set up for complete beginners!","CSS"
"Master Practical Java Development","Become a confident industry ready core Java developer with practical Java programming experience","Java"
"Laravel, the complete guide with real world projects","Build simple to advanced web applications using the PHP's most popular web framework","laravel"
"Learn Advanced C# Scripting in Unity 5 for Games","Learn advanced and powerful C# scripting techniques for building professional-grade games in Unity","C#;Shell Scripting;Unity"
"Learn WCF And Web APIs From Scratch","Learn how to develop services using WCF and Web APIs.",""
"Python for Beginners - Learn Programming from scratch","Python For Beginners : This course is meant for absolute beginners in programming or in python.","Python"
"Tweetme | Build a Twitter-like app step by step with Django","Learn Django 1.10, jQuery, and Bootstrap step by step by building a real project that works like Twitter!","Django;Bootstrap"
"Angular 4 Java Developers","Learn How to Build Spring Boot & Angular Applications with JHipster","Angular;Java;Spring Framework"
"Design Patterns in Java","Discover the modern implementation of design patterns with Java","Java"
"Intermediate iOS - Get Job Ready with Swift 2","Your beginner course got your started on iOS, this course will take you to the next level. Master making iPhone apps","iOS Development;Swift"
"Build Incredible Chatbots","The most comprehensive and complete chatbot developer course. Build & deploy your own chatbot for business or fun today.","Online Business;Web Design Business"
"Learn Test Driven Development in Java","Learn everything you need to know about TDD, Test driven development tutorial for Java through real examples.","Java"
"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4","Learn modern web design and code responsive websites from scratch using HTML5 and CSS3. Develop and code a huge project.","Bootstrap"
"HTML5 Mastery—Build Superior Websites & Mobile Apps NEW 2018","Easily build 25 websites and mobile apps (including Virtual Reality and 360 experiences) with HTML5, CSS3, & JavaScript","Virtual Reality;Augmented Reality;javaScript"
"Professional WordPress Theme Development from Scratch","Create Amazing WordPress Themes from Scratch /  4 Complete Projects Included / 26 PSD Files / Advanced Topics Covered","WordPress;WordPress for Ecommerce"
"Learn Symfony 3 framework by practical examples","Learn how to build professional web applications using Symfony, one of the most popular PHP framework","PHP"
"Java from Beginner to Expert","This Java course was created especially for beginners in Java. Learn Java from scratch. Become Java Expert!","Java"
"How to Create A Website: An HTML Tutorial and CSS Tutorial","Learn How To Make Websites from a University Professor in Computer Science with over 15 years of teaching experience.","HTML;CSS;Computer Vision;Data Science"
"Build Responsive Real World Websites with CSS3 v2.0","Learn CSS3 Flexbox, CSS3 Animations, Transitions, Transformations and Responsive Web Design. Make beautiful websites!",""
"AngularJS Custom Directives with Dan Wahlin","Take your AngularJS skills to the next level and learn the inner workings of AngularJS and custom directives!",""
"Robot Framework Test Automation - Level 2","Intermediate & advanced enterprise test automation using Robot Framework","Automation"
"The Complete MacOS Developer Course - Apps for the Desktop!","Using your iPhone development background, create Mac apps with Cocoa using the latest Swift 3 and Xcode 8 OS X","Swift;Xcode"
"React JS - Build real world JS apps & deploy on cloud","React JS is an awesome JS Framework for building Frontend Applications! React JS is leading over Angular JS or Vue JS","React;React Native;Node js;Frontend Development;Angular"
"The Board Game Developer - Become A Game Design Ninja","Learn the principles of game design by developing board games, paper prototyping video games and more.","Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development"
"Unreal Multiplayer Mastery - Online Game Development In C++","Use Epic's Unreal Engine for online game development in C++. Covers LAN, VPN, Steam, and more.","Unreal Engine;Online Business;Game Development Fundamentals;3D Game Development;2D Game Development;Mobile Game Development;C++"
"Neo4j: GraphDB Foundations with Cypher","Learn what a graph database is, gain the fundamental skills to use Neo4j on your next project.","Database Management"
"Learn By Example: Scala","65 examples that will bring Scala to life for you",""
"Beginning Modern C++ (C++11/C++14)","The most comprehensive C++ tutorial with C++11/14 features","C++"
"Learn Flutter & Dart to Build iOS & Android Apps","A Complete Guide to the Flutter SDK & Flutter Framework for building native iOS and Android apps","Google Flutter;iOS Development;Android Studio;Android Development;React Native"
"The Complete front end web developer Bootcamp - 14 projects","Learn HTML, HTML5, CSS, CSS3, Bootstrap, JavaScript, Jquery and usage of dozens of plugins like animated CSS & TypeAhead","HTML;CSS;Bootstrap;javaScript"
"Ethereum Developer Masterclass: Build Real World Projects","Step-By-Step: Real-World dApps On The Blockchain Using Latest Solidity, Web3js, Truffle, TestRPC and MetaMask!","BlockChain"
"DevOps: CI/CD with Jenkins pipelines, Maven, Gradle","Build continuous integration, continuous delivery and DevOps pipelines with Java, Gradle, Maven, Artifactory & Sqitch.","DevOps;Jenkins;Java"
"Complete WordPress Development Themes and Plugins Course","Everything you need to become a hirable WordPress Developer building custom themes and plugins","WordPress;WordPress for Ecommerce"
"Complete Guide To Making Apps: 250,000+ Downloads","Learn how to create a successful mobile app business without prior experience","Online Business;Web Design Business"
"Postman: The Complete Guide - REST API Testing","Learn Postman for manual and automated REST / RESTful API Tests. Automate with Newman, Jenkins or any other CI tool.","REST API;API Testing;Selenium Testing Framework;Unit Testing;Penetration Testing;Jenkins"
"Git & GitHub Bootcamp and popular IDE Integrations with Git","Master Git and Github in Eclipse, Android studio, IntelliJ and the command line.  Add valuable skills to your resume!","Git;Android Studio;Android Development"
"Projects in Laravel: Learn Laravel Building 10 Projects","A complete course to master latest Laravel 5.4 web framework","laravel"
"Mastering data visualization in D3.js","Design and build beautiful data visualizations with d3.js. An intensive introduction to the D3 library.",""
"Complete Wordpress Theme Development Course","Learn how to code and launch websites from scratch with HTML, CSS, PHP, and Wordpress","WordPress;WordPress for Ecommerce;HTML;CSS;PHP"
"Learn Python Programming From Scratch","A Great Resource to Start and Master Python Development","Python"
"The Complete C# Developer Course","The one and only course you will need to learn C# and object-oriented programming (Downloadable Source Code)","C#"
